"chunk_fr","chunk_en","topic_slug","source","source_type","register","exam_tag","cefr_level","review_status","review_notes","source_file","extractor","dup_count"
"Figure-toi que / Figurez-vous que","Would you believe that","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Fini","Finir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"finir","to finish","OTHER_IN_SCOPE_TEACHABLE","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","2"
"folle","fou","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"formules de politesse","polite formulas","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","A2","","","Réussir_la_tache_2.docx","haiku","1"
"Futur proche","Near future","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"Garder la confidentialité appropriée","accord tacite, ne pas souffler mot","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","regex","1"
"gentille","gentil","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"grosse","gros","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Habiter","To live (reside","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"horaires de travail","working hours","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","B1","","","Réussir_la_tache_2.docx","haiku","1"
"Il a dénoncé ses collègues au département conformité","Il a vendu la mèche / Il a dénoncé ses collègues à la conformité","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Il a laissé échapper le secret sur la fusion avant l'annonce","Il a vendu la mèche sur la fusion avant l'annonce officielle","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"il a mangé, elle est partie","il avait mangé, elle était partie","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Il a peur d'échouer","Il a peur qu'il échoue","OTHER_IN_SCOPE_TEACHABLE","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"Il a raté une occasion de se taire — il a parlé pour ne rien dire","Il aurait dû juste se taire — il n'a rien dit d'utile","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"il aura fini, elle sera partie","il aurait fini, elle serait partie","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Il continue de tourner autour du pot au lieu de répondre directement","Il biaise / tergiverse / répond par des circonlocutions","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Il convient de, il apparaît que, par conséquent, auquel, néanmoins","Soutenu (formal","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il dit qu'il ne répondra pas","present reporting","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"Il dit que son amie a téléphoné","present reporting","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"il en résulte que","it follows that / as a result / consequently","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"Il est un vrai coffre-fort — il ne dira jamais tes secrets","C'est une vraie tombe / Il est muet comme une carpe","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"il est, elle fait, nous allons","il était, elle faisait, nous allions","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Il m'en a parlé","He spoke to me about it","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","regex","2"
"il mangera, elle partira","il mangerait, elle partirait","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Il me manque","I miss him","OTHER_IN_SCOPE_TEACHABLE","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","2"
"Il n'a pas dit un mot sur l'échec du deal","Il n'a pas soufflé mot / Il a passé sous silence l'échec du deal","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Il ne répond jamais à la vraie question — c'est le maître du non-discours politique","Il esquive toujours les questions — c'est le roi de la langue de bois","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Il s'en fait du mouron","He's worried sick","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Il s'en souvient","de + thing = EN","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"il tombe de la pluie","it is raining (impersonal)","OTHER_IN_SCOPE_TEACHABLE","09022025.docx","chadi_authored","semi_formel","","B1","","","09022025.docx","haiku","1"
"il y a beaucoup de communautés","there are many communities","OTHER_IN_SCOPE_TEACHABLE","09022025.docx","chadi_authored","informel","","A2","","","09022025.docx","haiku","1"
"Il/elle est de bonne foi","He/she acts in good faith","OTHER_IN_SCOPE_TEACHABLE","Le_Briefing_v2_Comportement.docx","chadi_authored","","","","","","Le_Briefing_v2_Comportement.docx","table","1"
"Ils se sont souvenus / Elles se sont souvenues","Il s'est souvenu / Elle s'est souvenue","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Imagine que tu gagnes à la loterie : que donnerais-tu à tes proches ?","Imagine you win the lottery: what would you give to your loved ones?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Imagine que tu organises une réunion familiale. Qui s’entendrait bien avec qui, et qui s’inquiéterait pour quoi ?","Imagine you’re organizing a family reunion. Who would get along with whom, and who would worry about what?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"indirect objects (à + person","LUI / LEUR","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Investi","Investir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"j'ai beaucoup de temps","I have a lot of time","OTHER_IN_SCOPE_TEACHABLE","09022025.docx","chadi_authored","informel","","A2","","","09022025.docx","haiku","1"
"j'ai besoin de lâcher prise","I need to let go / relax","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","informel","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"j'ai besoin de me détendre","I need to relax","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"J'ai bu","I drank","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai compris","I understood","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai cru","I believed","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai dû","I had to","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai envie de vacances","avoir envie de","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"J'ai eu","I had","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"j'ai grave besoin de décompresser","I really need to decompress","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","informel","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"J'ai lu","I read","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai mangé","I ate","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai parlé I talked / I spoke","Je parlais I was talking / I used to talk","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"J'ai pris","I took","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai pu","I could","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai su","I knew","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai voulu","I wanted","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"j'ai vraiment besoin de souffler","I really need to take a break","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"J'ai vu","I saw","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'ai été","I was","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J'aime le vin","Je bois du vin","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","table","2"
"J'aime les films de Truffaut","J'aime des films de Truffaut","OTHER_IN_SCOPE_TEACHABLE","Articles_Valeurs_Discursives.docx","chadi_authored","","","","","","Articles_Valeurs_Discursives.docx","table","1"
"J'aimerais comprendre","I would like to understand","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"j'en peux plus du taf","I can't take work anymore","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","argotique","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"J'espère une réponse. → Je l'espère","espérer","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"j'pensais aller à la plage","I was thinking of going to the beach","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","informel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
"J'écoute la chanson. → Je l'écoute","écouter","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Jamais de la vie","Never in my life","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","informel","","B1","","","13012025.docx","haiku","1"
"Je cherche mon téléphone. → Je le cherche","chercher","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je donne un cadeau à Paul","Je lui donne un cadeau","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Je doute que... / Je ne pense pas que","Je doute qu’il vienne","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Je finirais à 18h00","I will probably finish at 6PM","OTHER_IN_SCOPE_TEACHABLE","Dialogue_discours_indirecte.docx","chadi_authored","semi_formel","","B1","","","Dialogue_discours_indirecte.docx","haiku","1"
"Je me demande","I wonder","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Je n'ai rien à cacher","I have nothing to hide","OTHER_IN_SCOPE_TEACHABLE","Dialogue_discours_indirecte.docx","chadi_authored","semi_formel","","A2","","","Dialogue_discours_indirecte.docx","haiku","1"
"Je n'en peux plus","I can't take it anymore","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"Je ne suis pas d'accord","I disagree","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","semi_formel","","A1","","","13012025.docx","haiku","1"
"Je ne vais pas parler français","Je vais parler français","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je ne viens pas de parler français","Je viens de parler français","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je parle à mon ami","Je lui parle","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Je regarde la fenêtre. → Je la regarde","regarder","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je ressens de la joie","I feel joy","OTHER_IN_SCOPE_TEACHABLE","05032025_-_Copie(1).docx","chadi_authored","","","","","","05032025_-_Copie(1).docx","regex","1"
"Je réponds à mes amis","Je leur réponds","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Je suis allé","J’irai","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je suis devenu","Devenir to become","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je suis en train de lire","in the middle of doing","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Je suis tombé","I fell","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je suis venu","I came","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je vais au magasin","I’m going to the shop","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je vais au travail","I’m going to work","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je vais à la gare de train","I’m going to the station","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je vais à la piscine","I’m going to the pool","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je vais à l’école","I’m going to school","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"Je veux que... / J’aimerais que","J’aimerais que tu viennes","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Je voudrais savoir","I would like to know","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"jeter l'argent par les fenêtres","_______________________","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"jeu de rôle","role-play","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","A2","","","Réussir_la_tache_2.docx","haiku","1"
"jouer la carte de","_______________________","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"Just de (no article) beaucoup D'amis","Article after quantity ""a lot of THE friends","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","table","2"
"J’ai appartenu","Appartenir to belong","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai appris","Apprendre to learn","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai beau essayer, je n’arrive pas à comprendre. No matter how much I try, I can’t understand","J’ai beau + infinitif, ... No matter how much I","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"J’ai beau essayer, je n’y arrive pas","no matter how much one does","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"J’ai choisi","Choisir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai compris","Comprendre to understand","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai compromis","Compromettre","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai de l’argent =/= Je n’ai pas d’argent","I have money","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"J’ai eu","J’aurai","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai fini","Finir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai investi","Investir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai l’impression que le gouvernement ignore ce problème. I have the impression that the government is ignoring this problem","J’ai l’impression que... I have the impression that","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"J’ai mangé","Manger To eat","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai mis","Mettre mis","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai parlé","Parler To speak/talk","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai permis","Permettre","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai pris","Prendre Pris To take","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai regardé la fenêtre Je l’ai regardé Je l’ai écouté. Je l’ai cherché","Je regarde la fenêtre. = I look at the window. Je la regarde. = I look at it. J’écoute la chanson. = I’m listening to the song. Je l’écoute. = I’m listening to it. Je cherche mon vélo = I’m looking for my bike. Je le cherche","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai tenu","Tenir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai été","Je serai","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’ai. [phrase incomplète] I have","J’ai dormi. = I slept","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’avais mangé avant de sortir","I had eaten before leaving","OTHER_IN_SCOPE_TEACHABLE","21032025.docx","chadi_authored","","","","","","21032025.docx","regex","1"
"L'analyste dont je lis les rapports","The analyst whose reports I read","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'année où nous nous sommes rencontrés","The year (when) we met","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"l'année précédente (the previous year","l'année dernière (last year","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"l'année suivante (the following year","l'année prochaine (next year","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"l'avant-veille (two days before","avant-hier (day before yesterday","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'entreprise dont le PDG a démissionné","The company whose CEO resigned","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'homme dont la voiture est rouge","The man whose car is red","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'homme QUI parle","L'homme QUE je vois","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'informateur a dénoncé des gens juste pour causer des problèmes","Ce délateur pratique la délation par pure malveillance","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"l'utilité","usefulness, utility","OTHER_IN_SCOPE_TEACHABLE","Correction_devoir1.docx","chadi_authored","formel","","B1","","","Correction_devoir1.docx","haiku","1"
"L'époque où Internet n'existait pas","The era when the Internet didn't exist","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"la couleur de","the colour of","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"La différence principale entre vivre en ville et à la campagne, c’est le rythme. The main difference between city and country living is the pace","La différence principale entre... et..., c’est que... The main difference between... and..., is that","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"La fille dont je parlais…","The girl I was talking about…","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"la liberté d'expression","freedom of expression","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","formel","","B1","","","13012025.docx","haiku","2"
"La personne que j’ai rencontrée est avocate","The person I met is a lawyer","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"la qualité de l'éducation","the quality of education","OTHER_IN_SCOPE_TEACHABLE","09022025.docx","chadi_authored","formel","","B1","","","09022025.docx","haiku","1"
"La réunion pendant laquelle on a discuté","pendant","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La semaine où tout a changé","The week (that) everything changed","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"la semaine précédente (the previous week","la semaine dernière (last week","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"la semaine suivante (the following week","la semaine prochaine (next week","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La table sur laquelle j'ai posé le dossier","sur","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"la veille (the day before","hier (yesterday","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La ville où j’habite…","The city I live in…","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"le / l","him / it (masc","OTHER_IN_SCOPE_TEACHABLE","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","1"
"Le client dont nous gérons le projet","The client whose project we manage","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le collègue dont la femme travaille ici","The colleague whose wife works here","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"le commissaire d'exposition","the curator","OTHER_IN_SCOPE_TEACHABLE","Xing_Art_School_Exercises_Dec17.docx","chadi_authored","","","","","","Xing_Art_School_Exercises_Dec17.docx","table","1"
"le ferment de la discorde","the seed of discord","OTHER_IN_SCOPE_TEACHABLE","Cause_Consequence_Methode_Eureka.docx","chadi_authored","","","","","","Cause_Consequence_Methode_Eureka.docx","table","1"
"le fil d'actualités","the news feed","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","semi_formel","","B1","","","13012025.docx","haiku","1"
