"chunk_fr","chunk_en","topic_slug","source","source_type","register","exam_tag","cefr_level","review_status","review_notes","source_file","extractor","dup_count"
"avoir envie de","to feel like / want","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","4"
"avoir honte de","to be ashamed of","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","1"
"avoir l'habitude de","to be used to","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","1"
"avoir l'intention de","to intend to","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","3"
"avoir le temps de","to have time for","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","1"
"avoir marre de","to be fed up with","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","1"
"avoir peur de","to be afraid of","prepositions_a_de_dans_par_pour","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","table","6"
"b) conclure par","Translation: She concluded the meeting with a decision","prepositions_a_de_dans_par_pour","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"b) penser à","Translation: She plans to leave tomorrow","prepositions_a_de_dans_par_pour","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"bien faire attention à","to pay good attention to","prepositions_a_de_dans_par_pour","Discours_indirect.docx","chadi_authored","","","A2","","","Discours_indirect.docx","haiku","1"
"bénéfices à court terme","short-term profits","prepositions_a_de_dans_par_pour","Exercices_21022025.docx","chadi_authored","formel","","B2","","","Exercices_21022025.docx","haiku","1"
"C'est à cause de","It’s because of... / It’s due to","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","regex","1"
"c) rêver de","Translation: She dreams of traveling","prepositions_a_de_dans_par_pour","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"Ce couteau sert pour couper le pain","This knife is used for cutting bread","prepositions_a_de_dans_par_pour","French_Hw1.docx","chadi_authored","","","","","","French_Hw1.docx","regex","1"
"Ce couteau sert à couper le pain","This knife is used for cutting bread","prepositions_a_de_dans_par_pour","Completed_quiz_prepositions__1.docx","chadi_authored","","","","","","Completed_quiz_prepositions__1.docx","regex","1"
"chercher","to look FOR","prepositions_a_de_dans_par_pour","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","2"
"Chercher (ø) — no preposition!","Look for","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"chez","L'ami chez lequel j'habite","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"collaboration pour financer","collaboration to finance","prepositions_a_de_dans_par_pour","Exercices_21022025.docx","chadi_authored","formel","","B2","","","Exercices_21022025.docx","haiku","1"
"Compter sur","a) To count on","prepositions_a_de_dans_par_pour","12112024.docx","chadi_authored","","","","","","12112024.docx","table","1"
"Condamné pour avoir menti","You’re explaining motivation (legal/crime etc.)?","prepositions_a_de_dans_par_pour","Notes_2.docx","chadi_authored","","","","","","Notes_2.docx","table","1"
"Condamné pour avoir volé","pour / pour + infinitif passé","prepositions_a_de_dans_par_pour","Notes_2.docx","chadi_authored","","","","","","Notes_2.docx","table","1"
"conscient(e) de","aware of","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"consentir à ce que","to consent to","prepositions_a_de_dans_par_pour","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"content(e) de","happy with / pleased with","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"contrairement à","_______________________","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"contre","L'adversaire contre lequel je joue","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"contribuer à","to contribute to","prepositions_a_de_dans_par_pour","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"Countries: en","Je vais en Irlande","prepositions_a_de_dans_par_pour","jack_full_homework.docx","chadi_authored","","","","","","jack_full_homework.docx","regex","1"
"courir le risque de","_______________________","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"croire à","believe in","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"d'ici + durée","within","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","regex","2"
"Dans quel secteur travaillez-vous ?","What sector do you work in?","prepositions_a_de_dans_par_pour","Jack-Speaking-Session2.docx","chadi_authored","","","","","","Jack-Speaking-Session2.docx","table","2"
"dans quelques années","in a few years","prepositions_a_de_dans_par_pour","03022025.docx","chadi_authored","informel","","A2","","","03022025.docx","haiku","1"
"dans quelques mois","in a few months","prepositions_a_de_dans_par_pour","03022025.docx","chadi_authored","informel","","A2","","","03022025.docx","haiku","1"
"DE (about/of","De quoi avez-vous besoin ?","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"DE = By (emotions / states","PAR = By","prepositions_a_de_dans_par_pour","sumit_passive_voice.docx","chadi_authored","","","","","","sumit_passive_voice.docx","table","1"
"de manière claire et structurée","in a clear and structured manner","prepositions_a_de_dans_par_pour","Débat_N3.docx","chadi_authored","semi_formel","","B1","","","Débat_N3.docx","haiku","1"
"de mauvaises notes","bad grades","prepositions_a_de_dans_par_pour","17012025.docx","chadi_authored","semi_formel","","A2","","","17012025.docx","haiku","1"
"De quoi avez-vous besoin ?","What do you need?","prepositions_a_de_dans_par_pour","French_11.10.24.docx","chadi_authored","semi_formel","","A2","","","French_11.10.24.docx","haiku","1"
"demander","to ask FOR","prepositions_a_de_dans_par_pour","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","2"
"Demander (ø) — no preposition!","Ask for","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"demander à","to ask (someone","prepositions_a_de_dans_par_pour","COI_Template.docx","chadi_authored","","","","","","COI_Template.docx","table","3"
"devoir (qqch à","Never: J'y dois ma vie","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"devoir le succès à","to owe success to","prepositions_a_de_dans_par_pour","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"dire à","to say/tell to","prepositions_a_de_dans_par_pour","COI_Template.docx","chadi_authored","","","","","","COI_Template.docx","table","3"
"dire, faire, voir","No preposition","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Direct: ""Avec quoi est-ce que tu joues?","What are you playing with?","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"Direct: ""De quoi est-ce que tu parles?","What are you talking about?","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"Direct: ""À quoi est-ce que tu penses?","What are you thinking about?","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"dit d'écouter","says to listen","prepositions_a_de_dans_par_pour","Correction_devoir1.docx","chadi_authored","semi_formel","","B1","","","Correction_devoir1.docx","haiku","1"
"donner (à","Never: J'y donne du temps","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"donner lieu à","to give rise to / to lead to","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"donner matière à","to give rise to","prepositions_a_de_dans_par_pour","Cause_Consequence_Methode_Eureka.docx","chadi_authored","","","","","","Cause_Consequence_Methode_Eureka.docx","table","1"
"donner un coup de main","to give a helping hand","prepositions_a_de_dans_par_pour","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"donner à","to give to","prepositions_a_de_dans_par_pour","COI_Template.docx","chadi_authored","","","","","","COI_Template.docx","table","3"
"Du point de vue de","From the point of view of…","prepositions_a_de_dans_par_pour","Notes_2.docx","chadi_authored","","","","","","Notes_2.docx","table","1"
"découler de","_______________________","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"Dépendre de","Depend on","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","3"
"Désolé du malentendu. (Sorry for the misunderstanding.) • Désolé de vous déranger. (Sorry for bothering you.) • Je suis désolé du retard. (I’m sorry for the delay","sorry for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Elle a demandé de l’aide. (She asked for help.) • Il a demandé une augmentation. (He asked for a raise.) • Demande la permission. (Ask for permission","ask for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Elle rêvait de","Rêver de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Elle s'intéresse à la politique","She's interested in politics","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Elle s’est basée sur une vraie histoire pour écrire son livre","She based her book on a true story","prepositions_a_de_dans_par_pour","Completed_quiz_prepositions__1.docx","chadi_authored","","","","","","Completed_quiz_prepositions__1.docx","regex","2"
"Elle s’exuse pour son retard","She is apologizing for being late","prepositions_a_de_dans_par_pour","French_practice_5.2.2025.docx","chadi_authored","","","","","","French_practice_5.2.2025.docx","regex","1"
"Elle écrit à ses parents","Elle leur écrit","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"en bénéficier","to benefit from it","prepositions_a_de_dans_par_pour","Corrigé_réponses.docx","chadi_authored","semi_formel","","B1","","","Corrigé_réponses.docx","haiku","1"
"En finir avec","c) To be done with","prepositions_a_de_dans_par_pour","12112024.docx","chadi_authored","","","","","","12112024.docx","table","1"
"En qui aurais-tu confiance pour parier sur un projet ambitieux ?","Who would you trust to bet on for an ambitious project?","prepositions_a_de_dans_par_pour","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"en raison de","due to / because of","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"en raison de quoi","for which reason","prepositions_a_de_dans_par_pour","Exercices_21022025.docx","chadi_authored","formel","","B2","","","Exercices_21022025.docx","haiku","1"
"en supposant que","supposing that","prepositions_a_de_dans_par_pour","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"En travaillant dur, tu réussiras","by/while doing","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"envisager de","_______________________","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"envoyer à","to send to","prepositions_a_de_dans_par_pour","COI_Template.docx","chadi_authored","","","","","","COI_Template.docx","table","3"
"espérer","to hope FOR","prepositions_a_de_dans_par_pour","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","1"
"Espérer = to hope for Payer = to pay for Regarder = to look at","Attendre = to wait for Chercher = to look for Demander = to ask for Écouter = to listen to","prepositions_a_de_dans_par_pour","cours_francais_12_02_2026.docx","chadi_authored","","","","","","cours_francais_12_02_2026.docx","table","1"
"Est-ce que tu t’inquiètes pour l’avenir climatique ?","Do you worry about the climate future?","prepositions_a_de_dans_par_pour","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"faire attention à ce que","to be careful that","prepositions_a_de_dans_par_pour","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"faire confiance à","trust (sb","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","3"
"faire l'éloge de","_______________________","prepositions_a_de_dans_par_pour","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"fier / fière de","proud of","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Grâce à (thanks to","positive","prepositions_a_de_dans_par_pour","Exercices25022025_-_answers.docx","chadi_authored","","","","","","Exercices25022025_-_answers.docx","regex","2"
"hériter de","to inherit from","prepositions_a_de_dans_par_pour","Correction_devoir1.docx","chadi_authored","semi_formel","","B1","","","Correction_devoir1.docx","haiku","1"
"hésiter à (hesitate to","accepter de (accept to","prepositions_a_de_dans_par_pour","matt_operation_france.docx","chadi_authored","","","","","","matt_operation_france.docx","table","1"
"Il a crié par colère","par","prepositions_a_de_dans_par_pour","Notes_2.docx","chadi_authored","","","","","","Notes_2.docx","table","1"
"Il est parti sans dire au revoir","without doing","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Il est responsable du projet. (He’s responsible for the project.) • Qui est responsable de cette erreur ? (Who’s responsible?) • Tu es responsable de tes actes. (You’re responsible for your actions","responsible for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Il pense à son projet","He is thinking about his project","prepositions_a_de_dans_par_pour","Completed_quiz_prepositions__1.docx","chadi_authored","","","","","","Completed_quiz_prepositions__1.docx","regex","2"
"Il se souvient de cette histoire","He remembers this story","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Il tient à cette montre","He's attached to this watch","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Il travaille dans ce bureau","He works in this office","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Ils imputent à lui pour cet échec","","prepositions_a_de_dans_par_pour","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","table","1"
"Intéressé par","Interested in","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"J'ai besoin d'argent","avoir besoin de","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"J'ai peur des araignées. → J'en ai peur","avoir peur de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"j'ai rendu visite à","I visited / I paid a visit to","prepositions_a_de_dans_par_pour","09022025.docx","chadi_authored","semi_formel","","B1","","","09022025.docx","haiku","1"
"J'attends pour lui","attendre","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"J'en ai besoin","de + thing = EN","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"J'espère pour ça","espérer","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"J'écoute à la musique","écouter","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je cherche mes clés. (I’m looking for my keys.) • Elle cherche un emploi. (She’s looking for a job.) • Que cherchez-vous ? (What are you looking for?","look for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je cherche pour lui","chercher","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je demande pour ça","demander","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je la demande à Paul","demander","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je le donne à Marie","donner","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je les encourage à participer","encourager","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je les félicite d'avoir réussi","féliciter","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je les offre à maman","offrir","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je les remercie d'avoir aidé","remercier","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je m'habitue à ce bruit","I'm getting used to this noise","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Je m'occupe de ce problème. → Je m'en occupe","s'occuper de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je me sers de cet outil","se servir de","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je me souviens de cette journée. → Je m'en souviens","se souvenir de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je me souviens de ça","se souvenir de","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Je me suis occupé de","S’occuper de To take care of","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je m’excuse du retard. (I apologize for the delay.) • Excusez-moi d’être en retard. (Sorry for being late.) • Elle s’est excusée de son erreur. (She apologized for her mistake","apologize for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je parle à mon père","I'm talking to my dad","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Je pense à mon père","I’m thinking about dad","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Je rêve d'une grande maison. → J'en rêve","rêver de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Je rêve de vacances","I dream of holidays","prepositions_a_de_dans_par_pour","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Je suis d'accord","I agree","prepositions_a_de_dans_par_pour","13012025.docx","chadi_authored","semi_formel","","A1","","","13012025.docx","haiku","1"
"Je suis responsable de","I'm responsible for","prepositions_a_de_dans_par_pour","Jack-Speaking-Session2.docx","chadi_authored","","","","","","Jack-Speaking-Session2.docx","table","1"
"Je suis responsable de…","I'm responsible for…","prepositions_a_de_dans_par_pour","Jack_French_Class_2.docx","chadi_authored","","","","","","Jack_French_Class_2.docx","table","1"
"je suis à vous","I'm all yours, I'm available","prepositions_a_de_dans_par_pour","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"Je tiens à mes traditions familiales","I care about my family traditions","prepositions_a_de_dans_par_pour","Completed_quiz_prepositions__1.docx","chadi_authored","","","","","","Completed_quiz_prepositions__1.docx","regex","1"
"Je travaille dans","I work in... (sector/field","prepositions_a_de_dans_par_pour","Jack-Speaking-Session2.docx","chadi_authored","","","","","","Jack-Speaking-Session2.docx","table","1"
"Je travaille dans le domaine de…","I work in the field of… (industry/sector","prepositions_a_de_dans_par_pour","Jack_French_Class_2.docx","chadi_authored","","","","","","Jack_French_Class_2.docx","table","1"
"Je travaille dans…","I work in… (+ sector/field","prepositions_a_de_dans_par_pour","Jack_French_Class_2.docx","chadi_authored","","","","","","Jack_French_Class_2.docx","table","1"
"Je travaille pour gagner ma vie","in order to","prepositions_a_de_dans_par_pour","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Je travaille à…","I work in… (+ city","prepositions_a_de_dans_par_pour","Jack_French_Class_2.docx","chadi_authored","","","","","","Jack_French_Class_2.docx","table","1"
"jouer avec, travailler avec","Verb + AVEC","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"jouer à","play (sport/game","prepositions_a_de_dans_par_pour","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","table","2"
"Julie est une jeune collègue. Je trouve cette jeune collègue merveilleuse","trouver = no prep","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"J’ai un ami. Je suis très content de cet ami","content de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"J’espère le meilleur. (I hope for the best.) • Il espère une réponse rapide. (He hopes for a quick answer.) • Espérons un miracle. (Let’s hope for a miracle","hope for","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"J’éprouve de la colère","I feel anger","prepositions_a_de_dans_par_pour","05032025_-_Copie(1).docx","chadi_authored","","","","","","05032025_-_Copie(1).docx","regex","1"
"L'exploit dont il est capable","capable de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'importance dont je suis convaincu","l'importance de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"L'outil avec lequel je travaille","avec","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La boîte dans laquelle j'ai rangé les documents","dans","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La cause dont on ignore l'origine","la cause de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La chose dont je suis certain","certain de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La femme dont il est amoureux","amoureux de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La maison que nous avons visitée est trop grande","visiter = no prep","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"La nouvelle dont je suis content","content de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La qualité dont je me souviens","la qualité de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"La raison dont je t'ai parlé","la raison de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"la raison pour laquelle","the reason why","prepositions_a_de_dans_par_pour","Exercices_21022025.docx","chadi_authored","formel","","B1","","","Exercices_21022025.docx","haiku","1"
"Le département dont il est responsable","responsable de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le fait dont je suis sûr","sûr de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"le nom de","the name of","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le problème dont je suis conscient","conscient de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le projet de loi a donné matière à de vifs échanges","","prepositions_a_de_dans_par_pour","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","table","1"
"Le projet de loi s’est soldé par un échec","","prepositions_a_de_dans_par_pour","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","table","1"
"Le projet pour lequel j'ai été recruté","pour","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le résultat dont je suis fier","fier de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le succès dont il est jaloux","jaloux de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"le succès dépend de l'innovation","success depends on innovation","prepositions_a_de_dans_par_pour","Exercices.docx","chadi_authored","formel","","B1","","","Exercices.docx","haiku","1"
"Le travail dont il est satisfait","satisfait de","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Les contacts grâce auxquels j'ai ce poste","grâce à","prepositions_a_de_dans_par_pour","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
